source,target,weight
open freezer,wash bowl,3
open freezer,rinse fork,1
open freezer,rinse plate,2
open freezer,turn off hob,5
open freezer,wash pan,4
open freezer,squeeze sponge,1
open freezer,open freezer,9
open drawer,pick up pan,261
open drawer,pick up salt,82
open drawer,put down jar,46
open drawer,stir potatoes,70
open drawer,pick up fork,98
open drawer,pick up glass,275
open drawer,pick up washing up liquid,31
open drawer,pick up sponge,223
lather knife,open drawer,20
move pan,open drawer,108
cut potato,open drawer,24
lather fork,open drawer,21
open drawer,rinse fork,23
open drawer,wash pan,50
pick up knife,pick up pan,133
pick up knife,put down pan,98
pick up pan,put down knife,99
pick up pan,put down pan,225
close drawer,pick up salt,39
close drawer,put down jar,33
close drawer,stir potatoes,58
close drawer,pick up fork,67
close drawer,pick up glass,204
close drawer,pick up pan,185
close drawer,put down sponge,108
close drawer,move pan,58
close drawer,cut potato,19
close drawer,lather fork,8
close drawer,rinse fork,14
close drawer,wash pan,40
turn on hob,turn on tap,105
pick up salt,turn on tap,36
put down jar,turn on tap,30
close bottle,rinse hands,14
rinse hands,turn on hob,14
pick up plate,rinse hands,104
pick up salt,rinse hands,8
put down jar,rinse hands,17
turn off tap,turn on hob,90
pick up salt,turn off tap,31
put down jar,turn off tap,13
open bottle,shake hands,15
close bottle,shake hands,9
put down bottle,shake hands,15
shake hands,turn on hob,13
pick up plate,shake hands,49
put down plate,shake hands,52
pick up salt,shake hands,4
put down jar,shake hands,8
open bottle,pick up cloth,20
close bottle,pick up cloth,16
pick up cloth,put down bottle,33
pick up cloth,pick up plate,124
pick up cloth,put down plate,128
pick up cloth,pick up salt,23
pick up cloth,put down jar,6
dry hands,turn on hob,30
dry hands,pick up plate,127
dry hands,pick up salt,31
dry hands,put down jar,9
open bottle,put down cloth,14
close bottle,put down cloth,14
pick up plate,put down cloth,81
pick up salt,put down cloth,13
put down cloth,put down jar,10
open bottle,turn on hob,7
open bottle,pick up salt,1
open bottle,put down jar,2
close bottle,turn on hob,9
close bottle,pick up plate,5
close bottle,put down plate,12
close bottle,pick up salt,3
close bottle,put down jar,1
put down bottle,turn on hob,11
pick up knife,put down bottle,27
pick up plate,put down bottle,23
pick up salt,put down bottle,8
put down bottle,put down lid,29
put down bottle,put down jar,3
pick up plate,turn on hob,12
put down plate,turn on hob,13
put down jar,turn on hob,3
pick up knife,put down plate,136
pick up knife,put down jar,12
pick up plate,pick up salt,31
pick up plate,put down jar,9
pick up salt,put down plate,31
put down jar,put down plate,14
pick up salt,put down jar,5
put down jar,put down lid,15
close door,rinse hands,20
close door,shake hands,22
close door,pick up cloth,33
close door,dry hands,57
close door,put down cloth,26
close door,pick up onion,2
close door,peel onion,3
close door,pick up spatula,28
adjust hob,close door,6
close door,stir potatoes,28
close door,pick up fork,34
close door,stir food,10
close door,wash hands,18
close door,pick up bowl,6
close door,put down bowl,5
close door,pick up glass,11
close door,pick up pan,23
close door,put down cutting board,6
close door,pick up washing up liquid,2
close door,pick up sponge,21
close door,put down washing up liquid,5
close bottle,close door,12
close door,rinse sponge,29
close door,lather knife,6
close door,put down sponge,20
close door,rinse knife,18
close door,move pan,10
close door,cut potato,1
close door,rinse cloth,3
close door,wipe surface,9
close door,lather fork,1
close door,rinse bowl,2
close door,wash bowl,3
close door,rinse fork,3
close door,rinse plate,5
close door,wash pan,6
close door,squeeze sponge,2
shake hands,shake hands,35
pick up cup,pick up onion,2
pick up cup,put down knife,13
cut onion,pick up cup,3
peel onion,pick up cup,2
pick up cup,stir potatoes,28
pick up cup,pick up fork,15
pick up cup,put down fork,15
pick up cup,shake hands,20
pick up cup,pick up salt,3
pick up cup,put down salt,6
pick up cup,put down bowl,8
pick up cup,pick up glass,40
pick up cup,put down glass,26
pick up cup,put down pan,14
pick up cup,put down cutting board,6
pick up cup,pick up washing up liquid,4
close bottle,pick up cup,1
lather knife,pick up cup,4
pick up cup,rinse knife,7
move pan,pick up cup,7
cut potato,pick up cup,1
lather fork,pick up cup,4
pick up cup,rinse bowl,4
pick up cup,wash bowl,7
pick up cup,rinse fork,6
pick up cup,rinse plate,15
pick up cup,turn off hob,2
pick up cup,wash pan,6
pick up cloth,pick up onion,1
dry hands,pick up onion,22
pick up onion,put down cloth,1
pick up onion,put down knife,78
cut onion,put down cup,3
pick up onion,put down cup,1
put down cup,stir potatoes,28
pick up fork,put down cup,14
put down cup,put down fork,14
put down cup,shake hands,17
pick up salt,put down cup,4
pick up glass,put down cup,33
put down cup,put down cutting board,11
pick up washing up liquid,put down cup,3
lather knife,put down cup,4
move pan,put down cup,7
cut potato,put down cup,1
lather fork,put down cup,2
put down cup,rinse fork,3
put down cup,turn off hob,2
put down cup,wash pan,6
put down cup,squeeze sponge,3
cut onion,pick up spoon,18
peel onion,pick up spoon,12
pick up onion,pick up spoon,38
adjust hob,pick up spoon,32
pick up spoon,stir potatoes,29
pick up fork,pick up spoon,116
pick up spoon,rinse hands,71
pick up spoon,shake hands,26
pick up cloth,pick up spoon,79
dry hands,pick up spoon,69
pick up spoon,put down cloth,71
pick up spoon,wash hands,61
pick up salt,pick up spoon,47
pick up spoon,put down salt,27
pick up glass,pick up spoon,170
pick up spoon,put down glass,141
pick up lid,pick up spoon,136
pick up pan,pick up spoon,137
pick up spoon,put down pan,98
pick up cutting board,pick up spoon,18
pick up spoon,put down cutting board,21
pick up spoon,pick up washing up liquid,33
pick up spoon,put down washing up liquid,16
close bottle,pick up spoon,9
pick up spoon,rinse sponge,63
lather knife,pick up spoon,21
pick up spoon,put down sponge,88
pick up spoon,rinse knife,37
move pan,pick up spoon,61
cut potato,pick up spoon,1
pick up spoon,rinse cloth,6
pick up spoon,wipe surface,20
lather fork,pick up spoon,20
pick up spoon,rinse bowl,22
pick up spoon,wash bowl,11
pick up spoon,rinse fork,15
pick up spoon,rinse plate,24
pick up spoon,turn off hob,32
pick up spoon,wash pan,8
pick up spoon,squeeze sponge,29
peel onion,pick up onion,102
peel onion,pick up spatula,23
adjust hob,stir potatoes,10
adjust hob,pick up fork,8
adjust hob,put down fork,15
stir potatoes,stir potatoes,30
put down spatula,stir potatoes,43
pick up fork,stir potatoes,11
put down fork,stir potatoes,7
pick up spatula,stir potatoes,43
stir food,stir potatoes,4
pick up fork,put down spatula,37
pick up fork,put down fork,90
pick up fork,pick up spatula,48
pick up fork,stir food,1
pick up spatula,put down fork,28
put down fork,stir food,1
rinse hands,rinse hands,104
pick up cloth,pick up cloth,96
stir potatoes,wash hands,26
pick up salt,wash hands,22
put down salt,wash hands,9
pick up fork,wash hands,29
put down fork,wash hands,58
pick up knife,wash hands,72
pick up glass,wash hands,29
adjust hob,wash hands,11
pick up pan,wash hands,50
close bin,wash hands,7
pick up cutting board,wash hands,6
stir food,wash hands,40
pick up washing up liquid,wash hands,13
pick up sponge,wash hands,77
close bottle,wash hands,5
rinse sponge,wash hands,58
lather knife,wash hands,1
rinse knife,wash hands,21
move pan,wash hands,27
cut potato,wash hands,2
lather fork,wash hands,1
rinse fork,wash hands,2
pick up plate,wash hands,58
rinse plate,wash hands,7
turn off hob,wash hands,15
wash hands,wash pan,13
squeeze sponge,wash hands,17
wash hands,wash hands,126
put down cloth,stir potatoes,41
put down cloth,put down salt,13
pick up salt,pick up spatula,16
pick up spatula,put down salt,5
pick up salt,stir potatoes,6
put down salt,stir potatoes,3
pick up salt,put down spatula,11
stir potatoes,turn on tap,34
pick up fork,turn on tap,96
pick up glass,turn on tap,413
move pan,turn on tap,67
cut potato,turn on tap,16
lather fork,turn on tap,32
rinse fork,turn on tap,53
turn off hob,turn on tap,53
open cupboard,stir potatoes,28
pick up bowl,stir potatoes,4
open cupboard,pick up fork,69
pick up bowl,pick up fork,48
pick up bowl,put down fork,27
pick up fork,rinse hands,47
put down fork,rinse hands,63
rinse hands,stir potatoes,33
pick up glass,rinse hands,146
adjust hob,rinse hands,23
put down salt,rinse hands,6
pick up pan,rinse hands,90
put down pan,rinse hands,99
pick up cutting board,rinse hands,23
put down cutting board,rinse hands,23
pick up washing up liquid,rinse hands,11
put down washing up liquid,rinse hands,19
rinse hands,rinse sponge,117
lather knife,rinse hands,15
move pan,rinse hands,17
cut potato,rinse hands,6
lather fork,rinse hands,17
rinse bowl,rinse hands,20
rinse hands,wash bowl,6
rinse fork,rinse hands,16
rinse hands,rinse plate,41
rinse hands,turn off hob,7
rinse hands,wash pan,27
rinse hands,squeeze sponge,9
pick up fork,put down bowl,30
put down bowl,put down fork,25
pick up fork,pick up knife,136
stir potatoes,turn off tap,35
pick up fork,turn off tap,74
pick up glass,turn off tap,347
pick up pan,turn off tap,247
move pan,turn off tap,70
cut potato,turn off tap,15
lather fork,turn off tap,15
put down knife,stir potatoes,1
pick up fork,shake hands,14
put down fork,shake hands,17
shake hands,stir potatoes,31
pick up glass,shake hands,74
put down glass,shake hands,73
adjust hob,shake hands,8
put down salt,shake hands,3
pick up pan,shake hands,61
put down pan,shake hands,57
close bin,shake hands,8
pick up washing up liquid,shake hands,6
put down washing up liquid,shake hands,9
rinse sponge,shake hands,49
move pan,shake hands,11
cut potato,shake hands,5
lather fork,shake hands,5
rinse bowl,shake hands,5
shake hands,wash bowl,2
rinse fork,shake hands,3
rinse plate,shake hands,21
shake hands,turn off hob,4
shake hands,wash pan,12
shake hands,squeeze sponge,10
pick up knife,stir potatoes,1
pick up cloth,pick up glass,126
pick up cloth,put down glass,106
pick up cloth,stir potatoes,46
adjust hob,pick up cloth,27
pick up cloth,pick up fork,14
pick up cloth,put down salt,13
pick up cloth,pick up pan,153
pick up cloth,put down fork,45
pick up cloth,put down pan,157
close bin,pick up cloth,7
pick up cloth,put down cutting board,34
pick up cloth,pick up washing up liquid,22
pick up cloth,put down washing up liquid,13
pick up cloth,rinse sponge,79
move pan,pick up cloth,35
cut potato,pick up cloth,11
lather fork,pick up cloth,3
pick up cloth,rinse bowl,4
pick up cloth,wash bowl,1
pick up cloth,rinse fork,1
pick up cloth,rinse plate,21
pick up cloth,turn off hob,15
pick up cloth,wash pan,38
pick up cloth,squeeze sponge,11
pick up glass,put down knife,122
open cupboard,pick up glass,376
dry hands,stir potatoes,43
dry hands,pick up fork,30
dry hands,pick up pan,164
dry hands,put down fork,79
dry hands,pick up glass,136
dry hands,pick up washing up liquid,29
dry hands,move pan,39
cut potato,dry hands,12
dry hands,lather fork,15
dry hands,rinse fork,14
dry hands,turn off hob,18
dry hands,wash pan,48
pick up spatula,put down glass,51
put down glass,stir potatoes,1
adjust hob,put down glass,18
adjust hob,put down cloth,26
pick up fork,put down cloth,18
pick up pan,put down cloth,106
put down cloth,put down fork,58
put down cloth,put down pan,109
close bin,put down cloth,9
put down cloth,put down cutting board,34
pick up glass,put down cloth,101
put down cloth,put down glass,86
pick up washing up liquid,put down cloth,17
put down cloth,put down washing up liquid,9
move pan,put down cloth,20
cut potato,put down cloth,7
lather fork,put down cloth,8
put down cloth,rinse bowl,5
put down cloth,wash bowl,2
put down cloth,rinse fork,5
put down cloth,rinse plate,12
put down cloth,turn off hob,6
put down cloth,wash pan,18
put down bowl,stir potatoes,1
move pan,open cupboard,89
cut potato,open cupboard,23
lather fork,open cupboard,35
open cupboard,wash bowl,29
open cupboard,rinse fork,38
open cupboard,rinse plate,105
pick up lid,stir potatoes,1
pick up fork,pick up salt,14
pick up fork,pick up lid,15
pick up fork,put down salt,5
pick up fork,pick up fork,68
pick up pan,put down fork,77
pick up fork,pick up pan,37
close bin,pick up pan,13
pick up pan,pick up pan,87
pick up pan,pick up spatula,122
pick up pan,stir potatoes,38
pick up pan,put down spatula,95
pick up cutting board,pick up pan,28
pick up pan,put down cutting board,26
pick up glass,pick up pan,95
pick up pan,put down glass,81
pick up pan,stir food,24
pick up pan,pick up washing up liquid,30
open bottle,pick up pan,13
pick up pan,pick up sponge,156
pick up pan,put down washing up liquid,17
close bottle,pick up pan,9
pick up pan,rinse sponge,74
lather knife,pick up pan,13
pick up pan,put down sponge,117
pick up pan,rinse knife,22
move pan,pick up pan,55
cut potato,pick up pan,14
pick up pan,rinse cloth,26
pick up pan,wipe surface,58
